claim_id,source_id,question_id,paper_key,page_ref,dimension,concept,definition,mechanism,causal_chain,variables_parameters,theory_evidence_status,claim_text,project_use,validation_status,reviewer_comment,note_path,cluster_id,cluster_question_id,evidence_anchor,quote_or_paraphrase,memo_section_target,confidence
CLM_C2_Q04_004,PDF007,C2_Q04,Hirano_Stiglitz_2022a,"7, 24, 46, 47 - Key passage(s), paraphrased or short quote only: - ""Land crowds out productive capital... higher land prices lead to less capital accumulation. That, in ...",causality,land,,land speculation crowds out productive capital,"Core claim: Introducing land as an alternative asset fundamentally alters macroeconomic dynamics by crowding out productive capital, which lowers wages and output while expanding the conditions under which the econ...",K_t,measurement_or_empirical_motivation,"Core claim: Introducing land as an alternative asset fundamentally alters macroeconomic dynamics by crowding out productive capital, which lowers wages and output while expanding the conditions under which the econ...",land-credit crowding-out,validated_paraphrase,Source-specific row parsed from Phase 2 cluster evidence map for Land Speculation and Wobbly Dynamics with Endogenous Phase Transitions.,03_notes/clusters/C2_Q04.md,C2,C2_Q04,"- Page(s): 7, 24, 46, 47 - Key passage(s), paraphrased or short quote only: - ""Land crowds out productive capital... higher land prices lead to less capital accumulation. That, in ...",paraphrase,3. Conceptual objects,medium
CLM_C2_Q05_001,MULTI,C2_Q05,cluster_synthesis,,variables_parameters,land,,leverage creates land-bubble phase transition,,,model_based_synthesis,"Here is a concise synthesis of the C2 cluster (Wobbly dynamics, phase transitions, and land-price instability) tailored for the Fondecyt project memo.",wobbly dynamics and instability,needs_page,"Cluster-level synthesis. Related sources: [""PDF006"", ""PDF007"", ""PDF004""]. C6 all-source inference applies if cluster_id is C6.",03_notes/clusters/C2_Q05.md,C2,C2_Q05,[NOTEBOOKLM_CLUSTER],paraphrase,8. Wobbly dynamics,low
CLM_C2_Q05_002,PDF004,C2_Q05,Hirano_Stiglitz_2025b,"3, 4, 9, 17, 34, 49 - Key passage(s), paraphrased or short quote only: - ""This paper is meant to provide an overview of the research program, providing the simplest mode...",variables_parameters,land,,real-estate credit amplifies land-price inflation,,,measurement_or_empirical_motivation,"Core claim: The paper organizes a four-part theoretical research program demonstrating that market economies are intrinsically prone to expectation-driven instability, and that the presence of land and credit frict...",land-credit crowding-out,validated_paraphrase,Source-specific row parsed from Phase 2 cluster evidence map for Growth and Fluctuations Economies with Land Speculation.,03_notes/clusters/C2_Q05.md,C2,C2_Q05,"- Page(s): 3, 4, 9, 17, 34, 49 - Key passage(s), paraphrased or short quote only: - ""This paper is meant to provide an overview of the research program, providing the simplest mode...",paraphrase,5. Mechanism II,medium
CLM_C2_Q05_003,PDF006,C2_Q05,Hirano_Stiglitz_2022b,"1, 2, 10 - Key passage(s), paraphrased or short quote only: - ""In the Real Business Cycle (RBC) model (or other representative agent models) or the Solow model, there is...",variables_parameters,land,,land changes R versus G and debt-rollover conditions,,,measurement_or_empirical_motivation,"Core claim: Wobbly macro-dynamics describes a rational-expectations economy that infinitely fluctuates without converging or displaying regular periodicity, fundamentally challenging standard RBC and Solow models t...",wobbly dynamics and instability,validated_paraphrase,Source-specific row parsed from Phase 2 cluster evidence map for The Wobbly Economy: Global Dynamics with Phase and State Transitions.,03_notes/clusters/C2_Q05.md,C2,C2_Q05,"- Page(s): 1, 2, 10 - Key passage(s), paraphrased or short quote only: - ""In the Real Business Cycle (RBC) model (or other representative agent models) or the Solow model, there is...",paraphrase,8. Wobbly dynamics,medium
CLM_C2_Q05_004,PDF007,C2_Q05,Hirano_Stiglitz_2022a,"7, 24, 46, 47 - Key passage(s), paraphrased or short quote only: - ""Land crowds out productive capital... higher land prices lead to less capital accumulation. That, in ...",causality,land,,land speculation crowds out productive capital,"Core claim: Introducing land as an alternative asset fundamentally alters macroeconomic dynamics by crowding out productive capital, which lowers wages and output while expanding the conditions under which the econ...",K_t,measurement_or_empirical_motivation,"Core claim: Introducing land as an alternative asset fundamentally alters macroeconomic dynamics by crowding out productive capital, which lowers wages and output while expanding the conditions under which the econ...",land-credit crowding-out,validated_paraphrase,Source-specific row parsed from Phase 2 cluster evidence map for Land Speculation and Wobbly Dynamics with Endogenous Phase Transitions.,03_notes/clusters/C2_Q05.md,C2,C2_Q05,"- Page(s): 7, 24, 46, 47 - Key passage(s), paraphrased or short quote only: - ""Land crowds out productive capital... higher land prices lead to less capital accumulation. That, in ...",paraphrase,3. Conceptual objects,medium
CLM_C3_Q01_001,MULTI,C3_Q01,cluster_synthesis,,variables_parameters,land,,,,,model_based_synthesis,1.,land-credit crowding-out,needs_page,"Cluster-level synthesis. Related sources: [""PDF013"", ""PDF003""]. C6 all-source inference applies if cluster_id is C6.",03_notes/clusters/C3_Q01.md,C3,C3_Q01,[NOTEBOOKLM_CLUSTER],paraphrase,1. Introduction,low
CLM_C3_Q01_002,PDF003,C3_Q01,Hirano_Stiglitz_2025c,"1 - Key passage(s), paraphrased or short quote only: ""rapid expansion in credit systematically predicts growth slowdowns. The credit expansion of the early part of this ...",variables_parameters,land,,land speculation crowds out productive capital,,k_{t+1},measurement_or_empirical_motivation,"Core claim: The macroeconomic impact of a credit boom depends strictly on its sectoral composition, as credit expansions directed toward real estate systematically crowd out productive commercial investment and ret...",land-credit crowding-out,validated_paraphrase,"Source-specific row parsed from Phase 2 cluster evidence map for Credit, Land Speculation, and Low-Interest-Rate Policy.",03_notes/clusters/C3_Q01.md,C3,C3_Q01,"- Page(s): 1 - Key passage(s), paraphrased or short quote only: ""rapid expansion in credit systematically predicts growth slowdowns. The credit expansion of the early part of this ...",paraphrase,4. Mechanism I,medium
CLM_C3_Q01_003,PDF013,C3_Q01,Hirano_Stiglitz_2024_stored2021,"1, 15, 33, 38 - Key passage(s), paraphrased or short quote only: - ""We show that it is not so much aggregate credit expansion that matters for long-run productivity and ...",variables_parameters,land,,real-estate credit amplifies land-price inflation,,,measurement_or_empirical_motivation,"Core claim: The sectoral-credit hypothesis asserts that credit expansions enhance long-run economic growth only when directed to productive sectors (like manufacturing), whereas credit expansions directed toward re...",land-credit crowding-out,validated_paraphrase,"Source-specific row parsed from Phase 2 cluster evidence map for Credit, Land Speculation, and Long-Run Economic Growth.",03_notes/clusters/C3_Q01.md,C3,C3_Q01,"- Page(s): 1, 15, 33, 38 - Key passage(s), paraphrased or short quote only: - ""We show that it is not so much aggregate credit expansion that matters for long-run productivity and ...",paraphrase,5. Mechanism II,medium
CLM_C3_Q02_001,MULTI,C3_Q02,cluster_synthesis,,variables_parameters,land,,land changes R versus G and debt-rollover conditions,,,model_based_synthesis,Here is the synthesis based on the provided NotebookLM source papers: 1.,land-credit crowding-out,needs_page,"Cluster-level synthesis. Related sources: [""PDF013"", ""PDF003""]. C6 all-source inference applies if cluster_id is C6.",03_notes/clusters/C3_Q02.md,C3,C3_Q02,[NOTEBOOKLM_CLUSTER],paraphrase,1. Introduction,low
CLM_C3_Q02_002,PDF003,C3_Q02,Hirano_Stiglitz_2025c,"1 - Key passage(s), paraphrased or short quote only: ""rapid expansion in credit systematically predicts growth slowdowns. The credit expansion of the early part of this ...",variables_parameters,land,,land speculation crowds out productive capital,,k_{t+1},measurement_or_empirical_motivation,"Core claim: The macroeconomic impact of a credit boom depends strictly on its sectoral composition, as credit expansions directed toward real estate systematically crowd out productive commercial investment and ret...",land-credit crowding-out,validated_paraphrase,"Source-specific row parsed from Phase 2 cluster evidence map for Credit, Land Speculation, and Low-Interest-Rate Policy.",03_notes/clusters/C3_Q02.md,C3,C3_Q02,"- Page(s): 1 - Key passage(s), paraphrased or short quote only: ""rapid expansion in credit systematically predicts growth slowdowns. The credit expansion of the early part of this ...",paraphrase,4. Mechanism I,medium
CLM_C3_Q02_003,PDF013,C3_Q02,Hirano_Stiglitz_2024_stored2021,"1, 15, 33, 38 - Key passage(s), paraphrased or short quote only: - ""We show that it is not so much aggregate credit expansion that matters for long-run productivity and ...",variables_parameters,land,,real-estate credit amplifies land-price inflation,,,measurement_or_empirical_motivation,"Core claim: The sectoral-credit hypothesis asserts that credit expansions enhance long-run economic growth only when directed to productive sectors (like manufacturing), whereas credit expansions directed toward re...",land-credit crowding-out,validated_paraphrase,"Source-specific row parsed from Phase 2 cluster evidence map for Credit, Land Speculation, and Long-Run Economic Growth.",03_notes/clusters/C3_Q02.md,C3,C3_Q02,"- Page(s): 1, 15, 33, 38 - Key passage(s), paraphrased or short quote only: - ""We show that it is not so much aggregate credit expansion that matters for long-run productivity and ...",paraphrase,5. Mechanism II,medium
CLM_C3_Q03_001,MULTI,C3_Q03,cluster_synthesis,,variables_parameters,land,,,,,model_based_synthesis,1.,land-credit crowding-out,needs_page,"Cluster-level synthesis. Related sources: [""PDF013"", ""PDF003""]. C6 all-source inference applies if cluster_id is C6.",03_notes/clusters/C3_Q03.md,C3,C3_Q03,[NOTEBOOKLM_CLUSTER],paraphrase,1. Introduction,low
CLM_C3_Q03_002,PDF003,C3_Q03,Hirano_Stiglitz_2025c,"1 - Key passage(s), paraphrased or short quote only: ""rapid expansion in credit systematically predicts growth slowdowns. The credit expansion of the early part of this ...",variables_parameters,land,,land speculation crowds out productive capital,,k_{t+1},measurement_or_empirical_motivation,"Core claim: The macroeconomic impact of a credit boom depends strictly on its sectoral composition, as credit expansions directed toward real estate systematically crowd out productive commercial investment and ret...",land-credit crowding-out,validated_paraphrase,"Source-specific row parsed from Phase 2 cluster evidence map for Credit, Land Speculation, and Low-Interest-Rate Policy.",03_notes/clusters/C3_Q03.md,C3,C3_Q03,"- Page(s): 1 - Key passage(s), paraphrased or short quote only: ""rapid expansion in credit systematically predicts growth slowdowns. The credit expansion of the early part of this ...",paraphrase,4. Mechanism I,medium
CLM_C3_Q03_003,PDF013,C3_Q03,Hirano_Stiglitz_2024_stored2021,"1, 15, 33, 38 - Key passage(s), paraphrased or short quote only: - ""We show that it is not so much aggregate credit expansion that matters for long-run productivity and ...",variables_parameters,land,,real-estate credit amplifies land-price inflation,,,measurement_or_empirical_motivation,"Core claim: The sectoral-credit hypothesis asserts that credit expansions enhance long-run economic growth only when directed to productive sectors (like manufacturing), whereas credit expansions directed toward re...",land-credit crowding-out,validated_paraphrase,"Source-specific row parsed from Phase 2 cluster evidence map for Credit, Land Speculation, and Long-Run Economic Growth.",03_notes/clusters/C3_Q03.md,C3,C3_Q03,"- Page(s): 1, 15, 33, 38 - Key passage(s), paraphrased or short quote only: - ""We show that it is not so much aggregate credit expansion that matters for long-run productivity and ...",paraphrase,5. Mechanism II,medium
